"","term","sum","matched_pathways","seed"
"4559","Vertigo","0","",3011
"4560","Acute Retroviral Syndrome","NA","",3011
"4561","Space Motion Sickness","NA","",3011
"4562","Acute Disease","1","Coronavirus disease - COVID-19",3011
"4563","Vitamin E Deficiency","1","Coronavirus disease - COVID-19",3011
"4564","Monckeberg Medial Calcific Sclerosis","0","",3011
"4565","Catatonia","0","",3011
"4566","Paralysis","1","Coronavirus disease - COVID-19",3011
"4567","Metal Metabolism, Inborn Errors","0","",3011
"4568","Reproductive Tract Infections","0","",3011
"4569","alpha-Mannosidosis","0","",3011
"4570","Mandibulofacial Dysostosis","0","",3011
"4571","Fetal Resorption","NA","",3011
"4572","Malocclusion, Angle Class I","0","",3011
"4573","Anemia, Pernicious","0","",3011
"4574","Orbital Pseudotumor","1","Coronavirus disease - COVID-19",3011
"4575","Squamous Cell Carcinoma of Head and Neck","1","Coronavirus disease - COVID-19",3011
"4576","Aspergillosis","1","Coronavirus disease - COVID-19",3011
"4577","Hyperostosis, Diffuse Idiopathic Skeletal","0","",3011
"4578","Atrial Remodeling","1","Coronavirus disease - COVID-19",3011
"4579","Lactose Intolerance","0","",3011
"4580","Gingivitis, Necrotizing Ulcerative","0","",3011
"4581","Acidosis","1","Coronavirus disease - COVID-19",3011
"4582","Frostbite","1","Coronavirus disease - COVID-19",3011
"4583","Onycholysis","0","",3011
"4584","Polyomavirus Infections","1","Coronavirus disease - COVID-19",3011
"4585","Multiple Endocrine Neoplasia Type 1","0","",3011
"4586","Protozoan Infections, Animal","1","Coronavirus disease - COVID-19",3011
"4587","Cardiomyopathy, Alcoholic","0","",3011
"4588","Mycoplasma Infections","1","Coronavirus disease - COVID-19",3011
"4589","HIV Seropositivity","1","Coronavirus disease - COVID-19",3011
"4590","Humeral Fractures, Distal","NA","",3011
"4591","Inflammatory Bowel Diseases","1","Coronavirus disease - COVID-19",3011
"4592","Liver Neoplasms, Experimental","1","Coronavirus disease - COVID-19",3011
"4593","Cholecystolithiasis","0","",3011
"4594","Intellectual Disability","0","",3011
"4595","Foot Deformities","0","",3011
"4596","Trichostrongylosis","NA","",3011
"4597","Cor Triatriatum","NA","",3011
"4598","Virilism","0","",3011
"4599","Schistosomiasis japonica","1","Coronavirus disease - COVID-19",3011
"4600","Hypertrophy","1","Coronavirus disease - COVID-19",3011
"4601","Chronic Exertional Compartment Syndrome","NA","",3011
"4602","Farber Lipogranulomatosis","0","",3011
"4603","Hyperlipidemias","1","Coronavirus disease - COVID-19",3011
"4604","Nocturia","0","",3011
"4605","Leukemia, Feline","0","",3011
"4606","Gonadal Dysgenesis, 46,XY","0","",3011
"4607","Anti-N-Methyl-D-Aspartate Receptor Encephalitis","1","Coronavirus disease - COVID-19",3011
"4608","Metabolic Side Effects of Drugs and Substances","1","Coronavirus disease - COVID-19",3011
"4609","Fistula","1","Coronavirus disease - COVID-19",3011
"4610","Fat Necrosis","0","",3011
"4611","Chorea","1","Coronavirus disease - COVID-19",3011
"4612","Spontaneous Perforation","NA","",3011
"4613","Choriocarcinoma, Non-gestational","0","",3011
"4614","Adenoma, Oxyphilic","0","",3011
"4615","Head Injuries, Closed","1","Coronavirus disease - COVID-19",3011
"4616","Tuberculosis, Meningeal","1","Coronavirus disease - COVID-19",3011
"4617","Digestive System Abnormalities","1","Coronavirus disease - COVID-19",3011
"4618","Alveolitis, Extrinsic Allergic","0","",3011
"4619","Tumor Lysis Syndrome","0","",3011
"4620","Mercury Poisoning, Nervous System","1","Coronavirus disease - COVID-19",3011
"4621","Death, Sudden","1","Coronavirus disease - COVID-19",3011
"4622","Tooth Discoloration","0","",3011
"4623","Hemic and Lymphatic Diseases","1","Coronavirus disease - COVID-19",3011
"4624","Dwarfism, Pituitary","1","Coronavirus disease - COVID-19",3011
"4625","Alphavirus Infections","1","Coronavirus disease - COVID-19",3011
"4626","Small Cell Lung Carcinoma","1","Coronavirus disease - COVID-19",3011
"4627","Arm Injuries","0","",3011
"4628","Intrauterine Device Migration","0","",3011
"4629","Unconsciousness","1","Coronavirus disease - COVID-19",3011
"4630","Acute-On-Chronic Liver Failure","1","Coronavirus disease - COVID-19",3011
"4631","Mucormycosis","1","Coronavirus disease - COVID-19",3011
"4632","Cystinosis","0","",3011
"4633","Facial Nerve Diseases","0","",3011
"4634","Endometrial Stromal Tumors","0","",3011
"4635","Intervertebral Disc Displacement","1","Coronavirus disease - COVID-19",3011
"4636","Mouth Abnormalities","1","Coronavirus disease - COVID-19",3011
"4637","Retinal Artery Occlusion","0","",3011
"4638","Prostatic Hyperplasia","1","Coronavirus disease - COVID-19",3011
"4639","Drug Hypersensitivity Syndrome","1","Coronavirus disease - COVID-19",3011
"4640","Agricultural Workers' Diseases","0","",3011
"4641","Kyasanur Forest Disease","1","Coronavirus disease - COVID-19",3011
"4642","Contrecoup Injury","NA","",3011
"4643","Trigeminal Neuralgia","0","",3011
"4644","Elbow Fractures","NA","",3011
"4645","Blastocystis Infections","0","",3011
"4646","Thymoma","0","",3011
"4647","Cheyne-Stokes Respiration","0","",3011
"4648","Scleroderma, Systemic","1","Coronavirus disease - COVID-19",3011
"4649","Meningococcal Infections","1","Coronavirus disease - COVID-19",3011
"4650","Skin Diseases, Papulosquamous","1","Coronavirus disease - COVID-19",3011
"4651","Kasabach-Merritt Syndrome","0","",3011
"4652","Leiomyoma","1","Coronavirus disease - COVID-19",3011
"4653","Hallermann's Syndrome","NA","",3011
"4654","Lesch-Nyhan Syndrome","0","",3011
"4655","Ileal Diseases","1","Coronavirus disease - COVID-19",3011
"4656","Convalescence","1","Coronavirus disease - COVID-19",3011
"4657","Focal Cortical Dysplasia","NA","",3011
"4658","Tics","0","",3011
"4659","Fractures, Avulsion","0","",3011
"4660","Mannosidase Deficiency Diseases","0","",3011
"4661","Pseudoxanthoma Elasticum","0","",3011
"4662","Carcinoma, Adenoid Cystic","1","Coronavirus disease - COVID-19",3011
"4663","Pain Insensitivity, Congenital","0","",3011
"4664","Methemoglobinemia","0","",3011
"4665","Thyroid Hormone Resistance Syndrome","0","",3011
"4666","Uterine Cervical Erosion","NA","",3011
"4667","Osteoarthropathy, Primary Hypertrophic","0","",3011
"4668","Stenosis, Pulmonary Vein","0","",3011
"4669","Cellulitis","1","Coronavirus disease - COVID-19",3011
"4670","Uterine Neoplasms","1","Coronavirus disease - COVID-19",3011
"4671","Spasm","0","",3011
"4672","Lupus Vasculitis, Central Nervous System","1","Coronavirus disease - COVID-19",3011
"4673","Stomatognathic Diseases","1","Coronavirus disease - COVID-19",3011
"4674","Metrorrhagia","1","Coronavirus disease - COVID-19",3011
"4675","Tuberculosis, Pleural","1","Coronavirus disease - COVID-19",3011
"4676","Laryngomalacia","NA","",3011
"4677","Chromosome Fragility","0","",3011
"4678","Leukemia, Myelomonocytic, Chronic","1","Coronavirus disease - COVID-19",3011
"4679","Mucopolysaccharidosis IV","0","",3011
"4680","Alcoholic Intoxication","1","Coronavirus disease - COVID-19",3011
"4681","Tourette Syndrome","0","",3011
"4682","Trisomy 18 Syndrome","0","",3011
"4683","Retinal Dysplasia","0","",3011
"4684","Neuralgia","1","Coronavirus disease - COVID-19",3011
"4685","Mycobacterium Infections","1","Coronavirus disease - COVID-19",3011
"4686","Paraganglioma, Extra-Adrenal","0","",3011
"4687","Synovitis","1","Coronavirus disease - COVID-19",3011
"4688","Cardiac Output, Low","0","",3011
"4689","Fever","1","Coronavirus disease - COVID-19",3011
"4690","Lymphangioleiomyomatosis","1","Coronavirus disease - COVID-19",3011
"4691","Chemically-Induced Disorders","1","Coronavirus disease - COVID-19",3011
"4692","Myoclonic Epilepsy, Juvenile","0","",3011
"4693","Prostatic Intraepithelial Neoplasia","0","",3011
"4694","Coronary Occlusion","1","Coronavirus disease - COVID-19",3011
"4695","HIV Enteropathy","0","",3011
"4696","Nijmegen Breakage Syndrome","0","",3011
"4697","Heat Stroke","1","Coronavirus disease - COVID-19",3011
"4698","Sea-Blue Histiocyte Syndrome","NA","",3011
"4699","Histiocytoma, Malignant Fibrous","0","",3011
"4700","Elliptocytosis, Hereditary","1","Coronavirus disease - COVID-19",3011
"4701","Glaucoma, Neovascular","1","Coronavirus disease - COVID-19",3011
"4702","Panniculitis, Peritoneal","0","",3011
"4703","Cleidocranial Dysplasia","0","",3011
"4704","Pemphigoid Gestationis","0","",3011
"4705","Dumping Syndrome","0","",3011
"4706","Trichiasis","0","",3011
"4707","Xerostomia","1","Coronavirus disease - COVID-19",3011
"4708","Osteosarcoma, Juxtacortical","NA","",3011
"4709","Hypertension, Pregnancy-Induced","1","Coronavirus disease - COVID-19",3011
"4710","Glycogen Storage Disease Type IV","0","",3011
"4711","Hydronephrosis","0","",3011
"4712","Nesidioblastosis","NA","",3011
"4713","Viral Zoonoses","NA","",3011
"4714","Rheumatic Diseases","1","Coronavirus disease - COVID-19",3011
"4715","Pulmonary Atelectasis","1","Coronavirus disease - COVID-19",3011
"4716","Yaws","0","",3011
"4717","Neurodermatitis","0","",3011
"4718","Goiter, Endemic","0","",3011
"4719","Scoliosis","1","Coronavirus disease - COVID-19",3011
"4720","Insulinoma","1","Coronavirus disease - COVID-19",3011
"4721","Mercury Poisoning","1","Coronavirus disease - COVID-19",3011
"4722","Chorioretinitis","1","Coronavirus disease - COVID-19",3011
"4723","Larva Migrans, Visceral","NA","",3011
"4724","Sinistral Portal Hypertension","NA","",3011
"4725","Monieziasis","NA","",3011
"4726","Erysipelas","1","Coronavirus disease - COVID-19",3011
"4727","Xanthomatosis","0","",3011
"4728","Lymphocytic Choriomeningitis","1","Coronavirus disease - COVID-19",3011
"4729","Nut Hypersensitivity","0","",3011
"4730","Lupus Erythematosus, Systemic","1","Coronavirus disease - COVID-19",3011
"4731","Encephalitis, Tick-Borne","1","Coronavirus disease - COVID-19",3011
"4732","Pleurodynia, Epidemic","1","Coronavirus disease - COVID-19",3011
"4733","Colitis, Collagenous","1","Coronavirus disease - COVID-19",3011
"4734","Gram-Negative Bacterial Infections","1","Coronavirus disease - COVID-19",3011
"4735","Atrioventricular Block","0","",3011
"4736","Axial Spondyloarthritis","1","Coronavirus disease - COVID-19",3011
"4737","Solitary Fibrous Tumors","0","",3011
"4738","Lecithin Cholesterol Acyltransferase Deficiency","0","",3011
"4739","Ventricular Flutter","0","",3011
"4740","Toxoplasmosis, Animal","1","Coronavirus disease - COVID-19",3011
"4741","Arteriosclerosis","1","Coronavirus disease - COVID-19",3011
"4742","Levocardia","NA","",3011
"4743","Spondylitis, Ankylosing","1","Coronavirus disease - COVID-19",3011
"4744","Margins of Excision","0","",3011
"4745","Meningitis, Haemophilus","0","",3011
"4746","Tinea Favosa","NA","",3011
"4747","Cherubism","1","Coronavirus disease - COVID-19",3011
"4748","Neoplasms, Fibroepithelial","0","",3011
"4749","Anemia, Sickle Cell","1","Coronavirus disease - COVID-19",3011
"4750","Secernentea Infections","1","Coronavirus disease - COVID-19",3011
"4751","Embolism, Paradoxical","0","",3011
"4752","Intussusception","0","",3011
"4753","Pasteurellosis, Pneumonic","NA","",3011
"4754","Urticaria","1","Coronavirus disease - COVID-19",3011
"4755","Shy-Drager Syndrome","NA","",3011
"4756","Diverticulosis, Colonic","1","Coronavirus disease - COVID-19",3011
"4757","Laminopathies","1","Coronavirus disease - COVID-19",3011
"4758","Persistent Left Superior Vena Cava","NA","",3011
"4759","Urologic Neoplasms","1","Coronavirus disease - COVID-19",3011
"4760","Hallux Rigidus","0","",3011
"4761","Thyroid Nodule","0","",3011
"4762","Stenosis, Pulmonary Artery","1","Coronavirus disease - COVID-19",3011
"4763","Marek Disease","1","Coronavirus disease - COVID-19",3011
"4764","Glaucoma, Angle-Closure","1","Coronavirus disease - COVID-19",3011
"4765","Occupational Stress","0","",3011
"4766","Chromosome Inversion","0","",3011
"4767","Adenoma","1","Coronavirus disease - COVID-19",3011
"4768","Otitis Externa","0","",3011
"4769","Ehlers-Danlos Syndrome","1","Coronavirus disease - COVID-19",3011
"4770","Usher Syndromes","0","",3011
"4771","Cross Infection","1","Coronavirus disease - COVID-19",3011
"4772","Hyperprolactinemia","1","Coronavirus disease - COVID-19",3011
"4773","Vaginismus","NA","",3011
"4774","Uterine Cervical Diseases","1","Coronavirus disease - COVID-19",3011
"4775","Descending Thoracic Aortic Aneurysm","NA","",3011
"4776","Disease Models, Animal","1","Coronavirus disease - COVID-19",3011
"4777","Body-Weight Trajectory","0","",3011
"4778","Livedo Reticularis","0","",3011
"4779","Sulfatidosis","0","",3011
"4780","Hemostatic Disorders","1","Coronavirus disease - COVID-19",3011
"4781","Granulosa Cell Tumor","1","Coronavirus disease - COVID-19",3011
"4782","Intestinal Diseases, Parasitic","1","Coronavirus disease - COVID-19",3011
"4783","Colorectal Neoplasms, Hereditary Nonpolyposis","1","Coronavirus disease - COVID-19",3011
"4784","Abducens Nerve Diseases","0","",3011
"4785","Lateral Sinus Thrombosis","0","",3011
"4786","Hypoprothrombinemias","NA","",3011
"4787","Spondylarthritis","1","Coronavirus disease - COVID-19",3011
"4788","CREST Syndrome","NA","",3011
"4789","Pellagra","NA","",3011
"4790","Hyperplasia","1","Coronavirus disease - COVID-19",3011
"4791","Anterior Compartment Syndrome","NA","",3011
"4792","Non-ST Elevated Myocardial Infarction","1","Coronavirus disease - COVID-19",3011
"4793","HIV Wasting Syndrome","NA","",3011
"4794","Respiratory Paralysis","0","",3011
"4795","Peripheral Nervous System Neoplasms","1","Coronavirus disease - COVID-19",3011
"4796","Nevus of Ota","0","",3011
"4797","Venous Insufficiency","1","Coronavirus disease - COVID-19",3011
"4798","Decalcification, Pathologic","NA","",3011
"4799","Anisometropia","0","",3011
"4800","Anaphylaxis","1","Coronavirus disease - COVID-19",3011
"4801","Vulvitis","1","Coronavirus disease - COVID-19",3011
"4802","Parental Death","0","",3011
"4803","Uterine Perforation","NA","",3011
"4804","Gaucher Disease","1","Coronavirus disease - COVID-19",3011
"4805","Parotitis","1","Coronavirus disease - COVID-19",3011
"4806","Vitreoretinopathy, Proliferative","1","Coronavirus disease - COVID-19",3011
"4807","Myofibromatosis","1","Coronavirus disease - COVID-19",3011
"4808","Chromosome Disorders","0","",3011
"4809","Microscopic Polyangiitis","1","Coronavirus disease - COVID-19",3011
"4810","Ascorbic Acid Deficiency","1","Coronavirus disease - COVID-19",3011
"4811","DNA Virus Infections","1","Coronavirus disease - COVID-19",3011
"4812","Autosomal Emery-Dreifuss Muscular Dystrophy","NA","",3011
"4813","Opisthorchiasis","1","Coronavirus disease - COVID-19",3011
"4814","Bezoars","0","",3011
"4815","Paresthesia","0","",3011
"4816","Microcephaly","1","Coronavirus disease - COVID-19",3011
"4817","Gastroenteritis, Transmissible, of Swine","1","Coronavirus disease - COVID-19",3011
"4818","Brain Injuries","1","Coronavirus disease - COVID-19",3011
"4819","Mobius Syndrome","0","",3011
"4820","Animal Diseases","1","Coronavirus disease - COVID-19",3011
"4821","Perivascular Epithelioid Cell Neoplasms","1","Coronavirus disease - COVID-19",3011
"4822","Brachial Plexus Neuritis","1","Coronavirus disease - COVID-19",3011
"4823","Environmental Illness","0","",3011
"4824","Lymphangioma","1","Coronavirus disease - COVID-19",3011
"4825","Bronchiolitis Obliterans","1","Coronavirus disease - COVID-19",3011
"4826","Erythema Chronicum Migrans","0","",3011
"4827","Maternal Death","0","",3011
"4828","Talipes Cavus","0","",3011
"4829","Urticaria Pigmentosa","0","",3011
"4830","Pleurisy","1","Coronavirus disease - COVID-19",3011
"4831","Dengue","1","Coronavirus disease - COVID-19",3011
"4832","Schizencephaly","0","",3011
"4833","Bone Diseases, Endocrine","1","Coronavirus disease - COVID-19",3011
"4834","Dyscalculia","0","",3011
"4835","Pregnancy, Prolonged","0","",3011
"4836","Acneiform Eruptions","1","Coronavirus disease - COVID-19",3011
"4837","Hemoglobinuria","1","Coronavirus disease - COVID-19",3011
"4838","Anterior Capsular Rupture, Ocular","NA","",3011
"4839","Oncogene Addiction","0","",3011
"4840","Aortic Aneurysm","1","Coronavirus disease - COVID-19",3011
"4841","Paraparesis","0","",3011
"4842","Thromboangiitis Obliterans","1","Coronavirus disease - COVID-19",3011
"4843","Jaw, Edentulous","0","",3011
"4844","Hemorrhagic Septicemia","NA","",3011
"4845","Fissure in Ano","0","",3011
"4846","Dysgeusia","0","",3011
"4847","Tooth Loss","1","Coronavirus disease - COVID-19",3011
"4848","Eye Neoplasms","1","Coronavirus disease - COVID-19",3011
"4849","Eosinophilic Esophagitis","1","Coronavirus disease - COVID-19",3011
"4850","Aneurysm, Infected","0","",3011
"4851","Needlestick Injuries","0","",3011
"4852","Inert Gas Narcosis","0","",3011
"4853","Enzootic Bovine Leukosis","0","",3011
"4854","Neuromyelitis Optica","1","Coronavirus disease - COVID-19",3011
"4855","Pemphigoid, Bullous","1","Coronavirus disease - COVID-19",3011
"4856","Tay-Sachs Disease","0","",3011
"4857","Crystal Arthropathies","1","Coronavirus disease - COVID-19",3011
"4858","Bartonellaceae Infections","0","",3011
"4859","Tooth Avulsion","0","",3011
"4860","Adenoma, Basophil","NA","",3011
"4861","Alternariosis","0","",3011
"4862","Protozoan Infections","1","Coronavirus disease - COVID-19",3011
"4863","Pelizaeus-Merzbacher Disease","0","",3011
"4864","Spinal Curvatures","1","Coronavirus disease - COVID-19",3011
"4865","Uterine Inversion","0","",3011
"4866","Retinal Perforations","0","",3011
"4867","Colonic Polyps","1","Coronavirus disease - COVID-19",3011
"4868","Amino Acid Transport Disorders, Inborn","0","",3011
